time_stamp,daily_mean_25pm,daily_sensor_count
2023-12-02,1.21,61
2023-12-03,1.25,61
2023-12-04,2.04,81
2023-12-05,2.34,81
2023-12-06,2.32,80
2023-12-07,1.55,68
2023-12-08,4.7,76
2023-12-09,9.24,79
2023-12-10,14.58,78
2023-12-11,10.61,78
2023-12-12,5.81,80
2023-12-13,2.1,76
2023-12-14,5.53,83
2023-12-15,5.52,83
2023-12-16,7.92,83
2023-12-17,7.83,85
2023-12-18,4.81,83
2023-12-19,1.44,70
2023-12-20,2.46,78
2023-12-21,2.62,83
2023-12-22,3.0,81
2023-12-23,2.19,77
2023-12-24,3.49,79
2023-12-25,2.82,77
2023-12-26,2.01,75
2023-12-27,1.89,73
2023-12-28,1.58,71
2023-12-29,2.74,75
2023-12-30,2.55,79
2023-12-31,2.24,76
2024-01-01,2.83,82
2024-01-02,2.63,75
2024-01-03,1.41,69
2024-01-04,2.42,74
2024-01-05,2.66,79
2024-01-06,2.35,78
2024-01-07,1.62,62
2024-01-08,1.8,67
2024-01-09,1.95,74
2024-01-10,1.21,68
2024-01-11,1.38,65
2024-01-12,2.0,68
2024-01-13,1.56,60
2024-01-14,1.27,56
2024-01-15,2.36,79
2024-01-16,2.72,81
2024-01-17,1.41,62
2024-01-18,1.91,76
2024-01-19,6.1,80
2024-01-20,1.28,73
2024-01-21,1.11,64
2024-01-22,1.41,72
2024-01-23,2.22,74
2024-01-24,1.39,73
2024-01-25,0.87,65
2024-01-26,2.02,77
2024-01-27,3.02,79
2024-01-28,3.87,80
2024-01-29,3.18,81
2024-01-30,3.32,80
2024-01-31,1.98,79
2024-02-01,0.9,71
